id,title,description,availability,condition,price,sale_price,link,image_link,brand,item_group_id,sku
57064451866889,Ancestral Beard Set - 1 of each,"<p>Everything you need for a well-groomed, well-nourished beard. One oil, one brush, both made with natural materials and built for daily use.</p>
<p>A proper beard routine does not need to be complicated. It needs the right oil and the right brush - used consistently, daily. This set gives you both.</p>
<p>The Beard Oil nourishes the beard and the skin beneath it, conditions the hair from root to tip, and leaves a clean, natural scent. The Boar Bristle Brush distributes the oil evenly through the beard, stimulates the skin underneath, and trains the hair to lie in a consistent direction over time. Together they work better than either does alone.</p>
<p><img><img><img>What’s included in the Beard Set:</p>
<h3><strong>1 x Ancestral Beard Oil</strong></h3>
<p>A blend of six ancestral oils and five pure essential oils, formulated to condition the beard and support the skin beneath it.</p>
<p>Jojoba forms the base - a liquid wax ester that closely mimics the skin’s natural sebum, absorbing cleanly without residue. Meadowfoam Seed Oil locks in moisture throughout the day. Castor Oil adds body and healthy shine to the hair shaft. Argan Oil delivers deep nourishment through vitamins A and E and natural antioxidants. Black Seed Oil provides anti-inflammatory support for the skin beneath the beard. Vitamin E completes the blend as a natural antioxidant.</p>
<p>The essential oil blend - Basil, Patchouli, Siberian Fir, Clary Sage, and Peppermint - gives the oil a grounded, natural scent. No synthetic fragrance.</p>
<h3><strong>1 x Ancestral Beard Brush </strong></h3>
<p>A beard brush made from natural boar bristle and solid walnut wood.</p>
<p>Boar bristle has a structure close to human hair, which allows it to condition as it brushes - picking up natural oils from the root and distributing them along the full length of the hair shaft. No synthetic fibres, no plastic.</p>
<p>The walnut wood handle is dense, smooth, and balanced for daily use.</p>",in stock,new,36.00 GBP,34.00 GBP,https://ancestralcosmetics.com/en-gb/products/beard-set,https://cdn.shopify.com/s/files/1/0651/0428/1865/files/Beard_Set_1_new.jpg?v=1779205417,Ancestral Cosmetics,15547456487689,AC42
57064451899657,Ancestral Beard Set - 2 of each,"<p>Everything you need for a well-groomed, well-nourished beard. One oil, one brush, both made with natural materials and built for daily use.</p>
<p>A proper beard routine does not need to be complicated. It needs the right oil and the right brush - used consistently, daily. This set gives you both.</p>
<p>The Beard Oil nourishes the beard and the skin beneath it, conditions the hair from root to tip, and leaves a clean, natural scent. The Boar Bristle Brush distributes the oil evenly through the beard, stimulates the skin underneath, and trains the hair to lie in a consistent direction over time. Together they work better than either does alone.</p>
<p><img><img><img>What’s included in the Beard Set:</p>
<h3><strong>1 x Ancestral Beard Oil</strong></h3>
<p>A blend of six ancestral oils and five pure essential oils, formulated to condition the beard and support the skin beneath it.</p>
<p>Jojoba forms the base - a liquid wax ester that closely mimics the skin’s natural sebum, absorbing cleanly without residue. Meadowfoam Seed Oil locks in moisture throughout the day. Castor Oil adds body and healthy shine to the hair shaft. Argan Oil delivers deep nourishment through vitamins A and E and natural antioxidants. Black Seed Oil provides anti-inflammatory support for the skin beneath the beard. Vitamin E completes the blend as a natural antioxidant.</p>
<p>The essential oil blend - Basil, Patchouli, Siberian Fir, Clary Sage, and Peppermint - gives the oil a grounded, natural scent. No synthetic fragrance.</p>
<h3><strong>1 x Ancestral Beard Brush </strong></h3>
<p>A beard brush made from natural boar bristle and solid walnut wood.</p>
<p>Boar bristle has a structure close to human hair, which allows it to condition as it brushes - picking up natural oils from the root and distributing them along the full length of the hair shaft. No synthetic fibres, no plastic.</p>
<p>The walnut wood handle is dense, smooth, and balanced for daily use.</p>",in stock,new,72.00 GBP,64.00 GBP,https://ancestralcosmetics.com/en-gb/products/beard-set,https://cdn.shopify.com/s/files/1/0651/0428/1865/files/Beard_Set_1_new.jpg?v=1779205417,Ancestral Cosmetics,15547456487689,AC42-2
57064451932425,Ancestral Beard Set - 3 of each,"<p>Everything you need for a well-groomed, well-nourished beard. One oil, one brush, both made with natural materials and built for daily use.</p>
<p>A proper beard routine does not need to be complicated. It needs the right oil and the right brush - used consistently, daily. This set gives you both.</p>
<p>The Beard Oil nourishes the beard and the skin beneath it, conditions the hair from root to tip, and leaves a clean, natural scent. The Boar Bristle Brush distributes the oil evenly through the beard, stimulates the skin underneath, and trains the hair to lie in a consistent direction over time. Together they work better than either does alone.</p>
<p><img><img><img>What’s included in the Beard Set:</p>
<h3><strong>1 x Ancestral Beard Oil</strong></h3>
<p>A blend of six ancestral oils and five pure essential oils, formulated to condition the beard and support the skin beneath it.</p>
<p>Jojoba forms the base - a liquid wax ester that closely mimics the skin’s natural sebum, absorbing cleanly without residue. Meadowfoam Seed Oil locks in moisture throughout the day. Castor Oil adds body and healthy shine to the hair shaft. Argan Oil delivers deep nourishment through vitamins A and E and natural antioxidants. Black Seed Oil provides anti-inflammatory support for the skin beneath the beard. Vitamin E completes the blend as a natural antioxidant.</p>
<p>The essential oil blend - Basil, Patchouli, Siberian Fir, Clary Sage, and Peppermint - gives the oil a grounded, natural scent. No synthetic fragrance.</p>
<h3><strong>1 x Ancestral Beard Brush </strong></h3>
<p>A beard brush made from natural boar bristle and solid walnut wood.</p>
<p>Boar bristle has a structure close to human hair, which allows it to condition as it brushes - picking up natural oils from the root and distributing them along the full length of the hair shaft. No synthetic fibres, no plastic.</p>
<p>The walnut wood handle is dense, smooth, and balanced for daily use.</p>",in stock,new,108.00 GBP,93.00 GBP,https://ancestralcosmetics.com/en-gb/products/beard-set,https://cdn.shopify.com/s/files/1/0651/0428/1865/files/Beard_Set_1_new.jpg?v=1779205417,Ancestral Cosmetics,15547456487689,AC42-3
57064449278217,Ancestral Beard Brush - 1 pack,"<p>A beard brush made the way it always was - boar bristle, walnut wood, nothing synthetic.</p>
<p>Built for daily use and made to last.</p>
<p>A good beard brush does a few things well: it distributes oil evenly through the beard, lifts and separates the hair, stimulates the skin beneath, and helps train the beard to grow in a consistent direction over time.</p>
<p><strong>The bristles are natural boar bristle</strong> - a material with a structure close to human hair, which is why it conditions as it brushes. As it moves through the beard it picks up the natural oils from the root and distributes them along the full length of the hair shaft. No synthetic fibres means no static, no snagging, and nothing artificial making contact with your skin every day.</p>
<p><strong>The handle is walnut wood</strong> - dense, smooth, and comfortable to hold. No plastic, no rubber grips. Just solid wood that feels better in the hand the more you use it.</p>",in stock,new,17.00 GBP,,https://ancestralcosmetics.com/en-gb/products/beard-brush,https://cdn.shopify.com/s/files/1/0651/0428/1865/files/BeardBrush1.jpg?v=1778947881,Ancestral Cosmetics,15547452588297,AC33
57064449310985,Ancestral Beard Brush - 2 pack,"<p>A beard brush made the way it always was - boar bristle, walnut wood, nothing synthetic.</p>
<p>Built for daily use and made to last.</p>
<p>A good beard brush does a few things well: it distributes oil evenly through the beard, lifts and separates the hair, stimulates the skin beneath, and helps train the beard to grow in a consistent direction over time.</p>
<p><strong>The bristles are natural boar bristle</strong> - a material with a structure close to human hair, which is why it conditions as it brushes. As it moves through the beard it picks up the natural oils from the root and distributes them along the full length of the hair shaft. No synthetic fibres means no static, no snagging, and nothing artificial making contact with your skin every day.</p>
<p><strong>The handle is walnut wood</strong> - dense, smooth, and comfortable to hold. No plastic, no rubber grips. Just solid wood that feels better in the hand the more you use it.</p>",in stock,new,34.00 GBP,30.00 GBP,https://ancestralcosmetics.com/en-gb/products/beard-brush,https://cdn.shopify.com/s/files/1/0651/0428/1865/files/BeardBrush1.jpg?v=1778947881,Ancestral Cosmetics,15547452588297,AC33-2
57064449343753,Ancestral Beard Brush - 3 pack,"<p>A beard brush made the way it always was - boar bristle, walnut wood, nothing synthetic.</p>
<p>Built for daily use and made to last.</p>
<p>A good beard brush does a few things well: it distributes oil evenly through the beard, lifts and separates the hair, stimulates the skin beneath, and helps train the beard to grow in a consistent direction over time.</p>
<p><strong>The bristles are natural boar bristle</strong> - a material with a structure close to human hair, which is why it conditions as it brushes. As it moves through the beard it picks up the natural oils from the root and distributes them along the full length of the hair shaft. No synthetic fibres means no static, no snagging, and nothing artificial making contact with your skin every day.</p>
<p><strong>The handle is walnut wood</strong> - dense, smooth, and comfortable to hold. No plastic, no rubber grips. Just solid wood that feels better in the hand the more you use it.</p>",in stock,new,51.00 GBP,44.00 GBP,https://ancestralcosmetics.com/en-gb/products/beard-brush,https://cdn.shopify.com/s/files/1/0651/0428/1865/files/BeardBrush1.jpg?v=1778947881,Ancestral Cosmetics,15547452588297,AC33-3
56987293745417,Ancestral Beard Oil - 1 pack,"<p>A nourishing blend of ancestral oils and pure essential oils - crafted to condition the beard, soften the skin underneath, and make daily grooming something worth looking forward to.</p>
<p>This is a beard oil built around one idea: every ingredient earns its place. </p>
<p>Each oil in this blend has been used on skin and hair for hundreds, in some cases thousands, of years.</p>
<p>Short ingredient list, clear sourcing. Carefully chosen set of oils that work well together and absorb cleanly without residue for easy daily use on all types of beards.</p>
<p><strong>Golden Jojoba Oil </strong>forms the base - a liquid wax ester that closely mimics the skin’s natural sebum, conditioning both beard hair and the skin beneath without clogging pores.</p>
<p><strong>Meadowfoam Oil</strong> adds lasting moisture retention, keeping the skin and hair nourished throughout the day.</p>
<p><strong>Castor Oil </strong>lends body and definition to the beard, coating the hair shaft for a healthy, full appearance.</p>
<p><strong>Argan Oil </strong>brings deep nourishment through vitamins A and E, antioxidants, and fatty acids that soften coarse hair and support the skin underneath.</p>
<p><strong>Black Seed Oil </strong>rounds out the blend with calming, anti-inflammatory properties for the skin beneath the beard that often gets overlooked.</p>
<p>The essential oil blend - Basil, Patchouli, Siberian Fir, Clary Sage, and Peppermint - gives this oil a grounded, natural and masculine scent. Earthy, fresh, and clean. </p>
<p><strong>Size</strong>: 30ml (1 oz)</p>",in stock,new,19.00 GBP,,https://ancestralcosmetics.com/en-gb/products/beard-oil,https://cdn.shopify.com/s/files/1/0651/0428/1865/files/Beardoil1.jpg?v=1778944015,Ancestral Cosmetics,15547451506953,AC34
56987293778185,Ancestral Beard Oil - 2 pack,"<p>A nourishing blend of ancestral oils and pure essential oils - crafted to condition the beard, soften the skin underneath, and make daily grooming something worth looking forward to.</p>
<p>This is a beard oil built around one idea: every ingredient earns its place. </p>
<p>Each oil in this blend has been used on skin and hair for hundreds, in some cases thousands, of years.</p>
<p>Short ingredient list, clear sourcing. Carefully chosen set of oils that work well together and absorb cleanly without residue for easy daily use on all types of beards.</p>
<p><strong>Golden Jojoba Oil </strong>forms the base - a liquid wax ester that closely mimics the skin’s natural sebum, conditioning both beard hair and the skin beneath without clogging pores.</p>
<p><strong>Meadowfoam Oil</strong> adds lasting moisture retention, keeping the skin and hair nourished throughout the day.</p>
<p><strong>Castor Oil </strong>lends body and definition to the beard, coating the hair shaft for a healthy, full appearance.</p>
<p><strong>Argan Oil </strong>brings deep nourishment through vitamins A and E, antioxidants, and fatty acids that soften coarse hair and support the skin underneath.</p>
<p><strong>Black Seed Oil </strong>rounds out the blend with calming, anti-inflammatory properties for the skin beneath the beard that often gets overlooked.</p>
<p>The essential oil blend - Basil, Patchouli, Siberian Fir, Clary Sage, and Peppermint - gives this oil a grounded, natural and masculine scent. Earthy, fresh, and clean. </p>
<p><strong>Size</strong>: 30ml (1 oz)</p>",in stock,new,38.00 GBP,34.00 GBP,https://ancestralcosmetics.com/en-gb/products/beard-oil,https://cdn.shopify.com/s/files/1/0651/0428/1865/files/Beardoil1.jpg?v=1778944015,Ancestral Cosmetics,15547451506953,AC34-2
56987293810953,Ancestral Beard Oil - 3 pack,"<p>A nourishing blend of ancestral oils and pure essential oils - crafted to condition the beard, soften the skin underneath, and make daily grooming something worth looking forward to.</p>
<p>This is a beard oil built around one idea: every ingredient earns its place. </p>
<p>Each oil in this blend has been used on skin and hair for hundreds, in some cases thousands, of years.</p>
<p>Short ingredient list, clear sourcing. Carefully chosen set of oils that work well together and absorb cleanly without residue for easy daily use on all types of beards.</p>
<p><strong>Golden Jojoba Oil </strong>forms the base - a liquid wax ester that closely mimics the skin’s natural sebum, conditioning both beard hair and the skin beneath without clogging pores.</p>
<p><strong>Meadowfoam Oil</strong> adds lasting moisture retention, keeping the skin and hair nourished throughout the day.</p>
<p><strong>Castor Oil </strong>lends body and definition to the beard, coating the hair shaft for a healthy, full appearance.</p>
<p><strong>Argan Oil </strong>brings deep nourishment through vitamins A and E, antioxidants, and fatty acids that soften coarse hair and support the skin underneath.</p>
<p><strong>Black Seed Oil </strong>rounds out the blend with calming, anti-inflammatory properties for the skin beneath the beard that often gets overlooked.</p>
<p>The essential oil blend - Basil, Patchouli, Siberian Fir, Clary Sage, and Peppermint - gives this oil a grounded, natural and masculine scent. Earthy, fresh, and clean. </p>
<p><strong>Size</strong>: 30ml (1 oz)</p>",in stock,new,57.00 GBP,49.00 GBP,https://ancestralcosmetics.com/en-gb/products/beard-oil,https://cdn.shopify.com/s/files/1/0651/0428/1865/files/Beardoil1.jpg?v=1778944015,Ancestral Cosmetics,15547451506953,AC34-3
57015782277385,Tallow Body Set - 1 of each,"<p>Complete daily nourishment for soft, healthy skin.</p>
<p>This bundle brings together two products designed to work beautifully side by side. Our lightweight Dry Body Oil delivers quick absorbing nourishment, while Tallow Body Cream provides deeper, longer lasting moisture and support for the skin barrier.</p>
<p>What's inside?</p>
<p><strong>1 x Tallow Body Cream</strong></p>
<ul>
<li>Whole Body Tallow Cream</li>
<li>Deeply hydrating and nourishing - formulated for all skin types</li>
<li>Smooth and lightweight, perfect for the entire body</li>
<li>Grass-Fed, Pasture-Raised Irish Beef Tallow, Cold-Pressed Organic Golden Jojoba Oil, Unrefined Beeswax</li>
<li>A unique blend of 100% pure essential oils of Vanilla, Jasmine and Bergamot</li>
</ul>
<p><strong>1 x Dry Body Oil</strong></p>
<ul>
<li>Lightweight, fast-absorbing body oil</li>
<li>Leaves skin soft and nourished without heavy residue</li>
<li>A unique blend of 100% pure essential oils of Bergamot, Vanilla and Jasmine</li>
<li>Made with pure, nutrient-rich oils</li>
<li>Perfect companion to our Tallow Body Cream</li>
</ul>",in stock,new,65.00 GBP,61.00 GBP,https://ancestralcosmetics.com/en-gb/products/body-set,https://cdn.shopify.com/s/files/1/0651/0428/1865/files/Bodyset.jpg?v=1777474187,Ancestral Cosmetics,15554896331017,AC43
